ID,PAISAJE,CRONO,EDAD,PARCELA,ESPECIE,AF,SLA,LDMC,Lth,ABUN,AB
1,Lomerio,0 - 10,7,DL 11,Alchornea discolor Poepp.,14416.443,14.56988907,416.6324261,0.1694,1,
2,Lomerio,0 - 10,7,DL 11,Attalea maripa (Aubl.) Mart.,542762.0773,4.296858473,626.302016,0.322833333,4,
3,Lomerio,0 - 10,7,DL 11,Byrsonima krukoffii W.R.Anderson,17513.2216,10.96806184,399.9854865,0.2824,1,
4,Lomerio,0 - 10,7,DL 11,Cupania scrobiculata Rich.,20026.47883,8.892048691,411.0548489,0.151,5,
5,Lomerio,0 - 10,7,DL 11,Hieronyma alchorneoides Allemão,19615.1156,14.51793323,252.1918989,0.2476,1,
6,Lomerio,0 - 10,7,DL 11,Miconia albicans (Sw.) Steud.,8210.8476,9.375390439,451.8979215,0.2232,3,
7,Lomerio,0 - 10,7,DL 11,Miconia elata (Sw.) DC.,9330.8156,8.09906942,407.5872071,0.4882,2,
8,Lomerio,0 - 10,7,DL 11,Trattinnickia boliviana (Swart) Daly,38903.374,10.19545066,377.468808,0.228333333,7,
9,Lomerio,0 - 10,10,DL 6,Ficus insipida Willd.,22298.173,8.910459459,334.2828478,0.3464,1,
10,Lomerio,0 - 10,10,DL 6,Henriettella fascicularis (Sw.) C. Wright,5467.7069,18.65962401,246.4059326,0.3017,7,
11,Lomerio,0 - 10,10,DL 6,Hieronyma alchorneoides Allemão,15400.1664,11.59104787,300.8009412,0.2844,1,
12,Lomerio,0 - 10,10,DL 6,Piptocoma discolor (Kunth) Pruski,6076.2821,20.03879773,294.4741062,0.2171,46,
13,Lomerio,20-Oct,12,DL 10,Bellucia pentamera,30244.575,6.004779908,472.7166521,0.3216,1,
14,Lomerio,20-Oct,12,DL 10,Henriettella fascicularis (Sw.) C. Wright,9995.5512,25.70433239,206.2426875,0.2126,2,
15,Lomerio,20-Oct,12,DL 10,Isertia laevis (Triana) Boom,24858.7888,13.33072005,335.6996218,0.2544,1,
16,Lomerio,20-Oct,12,DL 10,Myrcia splendens (Sw.) DC.,5567.5564,5.618221733,574.129796,0.3004,1,
17,Lomerio,20-Oct,12,DL 10,Siparuna guianensis Aubl.,2929.0726,14.79995714,321.9100485,0.2328,2,
18,Lomerio,20-Oct,12,DL 10,Xylopia amazonica R.E.Fr.,1936.2048,11.62410492,459.2017293,0.2099,3,
19,Lomerio,20-Oct,18,DL 12,Astrocaryum chambira Burret,322355.5473,5.142535062,504.9617939,0.398333333,1,
20,Lomerio,20-Oct,18,DL 12,Astrocaryum cuatrecasasianum Dugand,375209.375,4.88258168,517.339944,0.149666667,1,
21,Lomerio,20-Oct,18,DL 12,Attalea maripa (Aubl.) Mart.,490437.305,5.759886844,568.2394591,0.426,2,
22,Lomerio,20-Oct,18,DL 12,Bellucia grossularioides (L.) Triana,34932.5052,10.51436459,394.685008,0.2132,3,
23,Lomerio,20-Oct,18,DL 12,Brosimum acutifolium Huber,41065.942,15.42358891,367.9469468,0.216333333,1,
24,Lomerio,20-Oct,18,DL 12,Byrsonima krukoffii W.R.Anderson,23734.057,12.41162049,361.184256,0.3012,4,
25,Lomerio,20-Oct,18,DL 12,Casearia arborea (Rich.) Urb.,2722.5784,9.128520385,379.960085,0.31,3,
26,Lomerio,20-Oct,18,DL 12,Cecropia ficifolia Warb. ex Snethl,170536.5302,23.72698352,270.9233854,0.2378,1,
27,Lomerio,20-Oct,18,DL 12,Cupania scrobiculata Rich.,30235.9,18.81134122,357.1353671,0.133333333,5,
28,Lomerio,20-Oct,18,DL 12,Eugenia coffeifolia DC.,4800.526,14.03705511,447.9835165,0.205,2,
29,Lomerio,20-Oct,18,DL 12,Henriettella fascicularis (Sw.) C. Wright,9089.832,25.27173446,229.5736453,0.2326,32,
30,Lomerio,20-Oct,18,DL 12,Hieronyma alchorneoides Allemão,40973.5922,23.3146009,186.8859029,0.2422,1,
31,Lomerio,20-Oct,18,DL 12,Inga leiocalycina Benth.,30596.93333,18.55959695,397.9372674,0.115666667,1,
32,Lomerio,20-Oct,18,DL 12,Inga thibaudiana DC.,26053.37467,9.419495148,449.8425931,0.341,4,
33,Lomerio,20-Oct,18,DL 12,Lacistema nena J.F. Macbr.,15098.01467,16.21132896,341.2302189,0.194333333,1,
34,Lomerio,20-Oct,18,DL 12,Laetia procera (Poepp.) Eichler,7476.195,13.09653256,396.1598428,0.1902,1,
35,Lomerio,20-Oct,18,DL 12,Miconia poeppigii Triana,9092.1205,11.99781731,441.0477626,0.2142,2,
36,Lomerio,20-Oct,18,DL 12,Perebea guianensis Aubl.,52810.2602,21.94998294,297.8399171,0.1722,2,
37,Lomerio,20-Oct,18,DL 12,Tapirira obtusa (Benth.) J.D.Mitch.,47758.03233,12.26306326,544.4336388,0.147333333,1,
38,Lomerio,20 - 40,30,DL 13,Alchornea glandulosa Poepp.,24013.04333,19.08441593,403.5916064,0.156666667,1,
39,Lomerio,20 - 40,30,DL 13,Alchornea triplinervia (Spreng.) Müll.Arg.,4304.289,15.67108815,422.4715554,0.1812,2,
40,Lomerio,20 - 40,30,DL 13,Astrocaryum chambira Burret,313039.6897,5.253904026,506.8052465,0.360666667,11,
41,Lomerio,20 - 40,30,DL 13,Attalea maripa (Aubl.) Mart.,640111.0533,5.158981205,582.0746391,0.340333333,2,
42,Lomerio,20 - 40,30,DL 13,Brosimum guianense (Aubl.) Huber ex Ducke,3463.447,12.26405838,449.8754633,0.2084,1,
43,Lomerio,20 - 40,30,DL 13,Brownea coccinea Jacq.,52606.501,13.44097149,360.661029,0.236333333,2,
44,Lomerio,20 - 40,30,DL 13,Byrsonima krukoffii W.R.Anderson,18767.0854,9.869873039,399.3792088,0.2978,3,
45,Lomerio,20 - 40,30,DL 13,Casearia arborea (Rich.) Urb.,35959.98,17.96751788,377.9685994,0.154666667,4,
46,Lomerio,20 - 40,30,DL 13,Couma macrocarpa Barb.Rodr.,88761.88533,9.193745655,347.3226599,0.267666667,1,
47,Lomerio,20 - 40,30,DL 13,Cupania scrobiculata Rich.,19205.05267,13.08217968,395.571601,0.178333333,2,
48,Lomerio,20 - 40,30,DL 13,Guatteria punctata (Aubl.) R.A.Howard,3194.9146,19.36755619,401.4906446,0.166,10,
49,Lomerio,20 - 40,30,DL 13,Gustavia hexapetala (Aubl.) Sm.,3269.0532,6.329208596,422.3119058,0.2246,5,
50,Lomerio,20 - 40,30,DL 13,Henriettella fascicularis (Sw.) C. Wright,12396.7938,27.74965619,229.9223891,0.1958,30,
51,Lomerio,20 - 40,30,DL 13,Hieronyma alchorneoides Allemão,31177.9818,20.08444913,224.8795977,0.2314,5,
52,Lomerio,20 - 40,30,DL 13,Lacistema nena J.F. Macbr.,9121.7638,19.68774322,305.125455,0.252,2,
53,Lomerio,20 - 40,30,DL 13,Lacmellea gracilis (Müll.Arg.) Markgr.,4684.5358,46.38152779,291.1875373,0.302,1,
54,Lomerio,20 - 40,30,DL 13,Lindackeria paludosa (Benth.) Gilg,18631.319,25.27476727,317.925633,0.189,1,
55,Lomerio,20 - 40,30,DL 13,Miconia poeppigii Triana,15537.9192,16.21211287,393.8647928,0.1616,3,
56,Lomerio,20 - 40,30,DL 13,Ocotea longifolia Kunth,17499.21267,8.80774707,439.1841486,0.233666667,4,
57,Lomerio,20 - 40,30,DL 13,"Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin",67167.25267,7.345991486,353.8187108,0.362,1,
58,Lomerio,20 - 40,30,DL 13,Tapirira guianensis Aubl.,66511.09433,10.46841156,376.2681334,0.223666667,7,
59,Lomerio,20 - 40,30,DL 13,Trattinnickia peruviana Loes.,127712.943,11.30953798,377.2578943,0.252333333,6,
60,Lomerio,20 - 40,30,DL 13,Virola sebifera Aubl.,11310.5004,18.88228673,287.5878452,0.1882,2,
61,Lomerio,20 - 40,60,DL 5,Astrocaryum chambira Burret,399817.7057,6.503962698,466.0090218,0.322333333,4,
62,Lomerio,20 - 40,60,DL 5,Astrocaryum cuatrecasasianum Dugand,384365.5173,8.929046622,480.7656759,0.276666667,3,
63,Lomerio,20 - 40,60,DL 5,Attalea maripa (Aubl.) Mart.,603963.06,6.210413697,555.7424631,0.354,1,
64,Lomerio,20 - 40,60,DL 5,Casearia javitensis Kunth,5639.0336,16.81633219,366.273063,0.2072,5,
65,Lomerio,20 - 40,60,DL 5,Cecropia sciadophylla Mart.,152196.0867,20.20282739,314.2177634,0.153666667,1,
66,Lomerio,20 - 40,60,DL 5,Endlicheria directonervia C.K.Allen,18604.4388,9.918757576,361.2381156,0.3538,2,
67,Lomerio,20 - 40,60,DL 5,Endlicheria sericea Nees,12386.651,6.599098879,497.5047422,0.3678,4,
68,Lomerio,20 - 40,60,DL 5,Eschweilera coriacea (DC.) S.A.Mori,20863.6242,12.39308937,452.7023163,0.2164,9,
69,Lomerio,20 - 40,60,DL 5,Gustavia hexapetala (Aubl.) Sm.,14919.8574,9.322220885,452.8130689,0.2636,5,
70,Lomerio,20 - 40,60,DL 5,Helicostylis elegans (J.F.Macbr.) C.C.Berg,8224.7332,16.23772354,378.3858506,0.1658,2,
71,Lomerio,20 - 40,60,DL 5,Henriettella fascicularis (Sw.) C. Wright,9184.8738,27.11426141,195.9058485,0.2238,1,
72,Lomerio,20 - 40,60,DL 5,Inga auristellae Harms,71859.008,12.44287796,368.4305055,0.243666667,3,
73,Lomerio,20 - 40,60,DL 5,Inga thibaudiana DC.,18378.2246,12.3808766,453.183586,0.1682,4,
74,Lomerio,20 - 40,60,DL 5,Laetia procera (Poepp.) Eichler,8288.66142,10.1596088,430.6761086,0.1954,5,
75,Lomerio,20 - 40,60,DL 5,Matayba purgans,7039.3224,20.51212293,163.398366,0.3878,2,
76,Lomerio,20 - 40,60,DL 5,Miconia tetrasperma,13531.5782,17.57073589,392.5993855,0.1518,4,
77,Lomerio,20 - 40,60,DL 5,Nectandra cuspidata Nees & Mart.,7372.4822,19.73148587,427.3924836,0.1834,4,
78,Lomerio,20 - 40,60,DL 5,Pourouma ferruginea,33445.016,8.248267478,382.2165494,0.423,2,
79,Lomerio,20 - 40,60,DL 5,Protium leptostachyum Cuatrec.,11780.271,29.16740773,208.0162633,0.172333333,3,
80,Lomerio,20 - 40,60,DL 5,Pseudolmedia laevis (Ruiz & Pav.) J.F.Macbr.,15578.0758,9.391538185,429.4187101,0.2966,12,
81,Lomerio,20 - 40,60,DL 5,Socratea exorrhiza (Mart.) H.Wendl.,2027172.472,5.697891947,440.0540327,0.352,5,
82,Lomerio,20 - 40,60,DL 5,Tapirira retusa Ducke,24941.88133,10.30652057,468.603765,0.200666667,2,
83,Lomerio,20 - 40,60,DL 5,Trattinnickia boliviana (Swart) Daly,60894.048,11.96062663,419.4883746,0.225333333,4,
84,Lomerio,20 - 40,60,DL 5,Virola elongata (Benth.) Warb.,11481.0406,19.89131714,276.3170174,0.2158,6,
85,Lomerio,R,60,RL 3,Alchornea triplinervia (Spreng.) Müll.Arg.,7489.479,27.42486307,407.8883036,0.149,2,790.7483323
86,Lomerio,R,60,RL 3,Ampelocera edentula Kuhlm.,6317.3812,9.366343104,428.0109516,0.2774,2,597.0378316
87,Lomerio,R,60,RL 3,Aniba panurensis (Meisn.) Mez,13570.9068,24.16907723,387.1987827,0.2334,1,138.3763526
88,Lomerio,R,60,RL 3,Cecropia sciadophylla Mart.,545752.195,15.83747045,418.2726914,0.220333333,2,2.0106176
89,Lomerio,R,60,RL 3,Cedrelinga cateniformis (Ducke) Ducke,25859.35367,15.11748779,316.0960488,0.188,5,6925.223612
90,Lomerio,R,60,RL 3,Compsoneura capitellata (A.DC.) Warb.,3622.659,15.83685669,362.2143661,0.1934,4,4.79092475
91,Lomerio,R,60,RL 3,Conceveiba guianensis Aubl.,16840.5196,14.77822214,383.8783519,0.1532,1,0.950330975
92,Lomerio,R,60,RL 3,Crepidospermum rhoifolium (Benth.) Triana & Planch.,64308.424,16.15424007,412.0153741,0.208666667,1,735.9417824
93,Lomerio,R,60,RL 3,Dacryodes hopkinsii D.C. Daly,16502.9224,13.90637542,444.3427571,0.2676,3,2187.698869
94,Lomerio,R,60,RL 3,Dialium guianense (Aubl.) Sandwith,11574.472,23.40235263,245.7480004,0.202,1,7.465203238
95,Lomerio,R,60,RL 3,Endlicheria directonervia C.K.Allen,20990.4822,8.818697123,438.8173448,0.2888,2,1.358737675
96,Lomerio,R,60,RL 3,Erisma uncinatum Warm.,25715.3234,20.40460411,435.4710356,0.2334,1,110.4571203
97,Lomerio,R,60,RL 3,Eschweilera coriacea (DC.) S.A.Mori,5407.8584,11.20009407,457.8003699,0.2318,2,111.9057248
98,Lomerio,R,60,RL 3,Gustavia hexapetala (Aubl.) Sm.,16909.6154,12.97058774,327.5324861,0.19,1,83.7676354
99,Lomerio,R,60,RL 3,Inga auristellae Harms,15245.01233,17.6947826,405.1724138,0.201333333,4,2.269798775
100,Lomerio,R,60,RL 3,Inga capitata Desv.,10566.9776,11.57002665,435.2487576,0.2408,1,371.2198377
101,Lomerio,R,60,RL 3,Iryanthera juruensis Warb.,8782.2828,10.79066494,394.7536955,0.227,4,8.552978775
102,Lomerio,R,60,RL 3,Iryanthera laevis Markgr.,3873.8434,10.98637561,441.8991561,0.2488,1,4.8066327
103,Lomerio,R,60,RL 3,Jacaranda copaia (Aubl.) D.Don,28984.557,15.89605195,387.1295773,0.220333333,1,126.247256
104,Lomerio,R,60,RL 3,Leonia glycycarpa Ruiz & Pav.,5649.6158,12.47815917,332.539884,0.2696,2,964.6380911
105,Lomerio,R,60,RL 3,Lindackeria paludosa (Benth.) Gilg,35035.0566,23.88030096,341.9871353,0.181,1,7.547669975
106,Lomerio,R,60,RL 3,Matisia idroboi Cuatrec.,18071.6038,17.11999292,399.7128524,0.1656,4,1.5393791
107,Lomerio,R,60,RL 3,Minquartia guianensis Aubl.,16137.686,11.02777276,478.5967198,0.1672,1,98.59958706
108,Lomerio,R,60,RL 3,Ocotea puberula (Rich.) Nees,10948.7482,13.84866122,365.1637704,0.2018,1,87.18579996
109,Lomerio,R,60,RL 3,Oenocarpus bataua Mart.,551610.5187,7.222149612,488.2658475,0.340333333,6,10.40651688
110,Lomerio,R,60,RL 3,Parkia velutina Benoist,142757.3273,11.99743026,426.5692588,0.186,1,1.5393791
111,Lomerio,R,60,RL 3,Pourouma bicolor Mart.,73314.4702,15.56466767,365.1882011,0.2302,1,278.5244961
112,Lomerio,R,60,RL 3,Protium insigne (Triana & Planch.) Engl.,14278.8742,15.64899566,487.8926289,0.1686,1,1.327321775
113,Lomerio,R,60,RL 3,Protium subserratum (Engl.) Engl.,61297.11533,30.90163492,242.4374503,0.149666667,1,84.57168223
114,Lomerio,R,60,RL 3,Pseudosenefeldera inclinata (Müll.Arg.) Esser,15500.3522,19.58768073,279.2709523,0.1804,15,447.6228994
115,Lomerio,R,60,RL 3,Tapirira guianensis Aubl.,18980.962,13.0517187,418.4471947,0.1636,1,61.66186493
116,Lomerio,R,60,RL 3,Tetragastris panamensis (Engl.) Kuntze,28039.55433,12.69908121,471.0209786,0.16,1,1.480474288
117,Lomerio,R,60,RL 3,Theobroma subincanum Mart.,42483.6978,11.6488707,436.3738037,0.2954,3,1.6964586
118,Lomerio,R,60,RL 3,Virola calophylla (Spruce) Warb.,25111.4294,7.323834628,497.0920545,0.2638,3,2.596644965
119,Lomerio,R,60,RL 3,Virola elongata (Benth.) Warb.,8565.7966,12.4886825,296.5606702,0.1816,15,3.589266575
120,Lomerio,R,60,RL 3,Virola sebifera Aubl.,11479.0794,15.31699006,353.5853398,0.1772,1,209.5192267
121,Lomerio,R,60,RL 3,Xylopia parviflora Spruce,8519.9352,17.26129521,317.0046663,0.1864,1,8.0424704
122,Lomerio,R,60,RL 4,Caryocar glabrum (Aubl.) Pers.,26876.65567,9.320873947,468.7834111,0.223,1,
123,Lomerio,R,60,RL 4,Chrysophyllum bombycinum T.D.Penn.,44414.8538,7.602200924,455.7370511,0.2884,2,
124,Lomerio,R,60,RL 4,Chrysophyllum manaosense (Aubrév.) T.D.Penn.,8916.7404,19.61670078,341.547561,0.1398,1,
125,Lomerio,R,60,RL 4,Compsoneura capitellata (A.DC.) Warb.,5831.3736,16.45037707,382.7657532,0.191,1,
126,Lomerio,R,60,RL 4,Couma macrocarpa Barb.Rodr.,41452.7858,17.88073252,283.8402277,0.238,1,
127,Lomerio,R,60,RL 4,Cupania latifolia Kunth,4214.4662,12.65275004,467.6050244,0.1606,2,
128,Lomerio,R,60,RL 4,Endlicheria directonervia C.K.Allen,17325.3734,8.830572883,447.096715,0.3074,1,
129,Lomerio,R,60,RL 4,Endlicheria sericea Nees,10646.1826,17.30500116,346.1027836,0.2584,2,
130,Lomerio,R,60,RL 4,Eschweilera coriacea (DC.) S.A.Mori,13559.043,12.46179253,441.3294834,0.2332,1,
131,Lomerio,R,60,RL 4,Guatteria guianensis (Aubl.) R.E.Fr.,70553.6244,6.799445186,333.3399068,0.34,1,
132,Lomerio,R,60,RL 4,Gustavia hexapetala (Aubl.) Sm.,9936.289,11.27630971,349.8129219,0.2506,1,
133,Lomerio,R,60,RL 4,Heisteria acuminata (Humb. & Bonpl.) Engl.,3154.298,20.18688104,262.3531033,0.2438,2,
134,Lomerio,R,60,RL 4,Hevea benthamiana Müll.Arg.,12323.03233,36.14814188,176.110173,0.163333333,2,
135,Lomerio,R,60,RL 4,Inga capitata Desv.,8576.5548,13.68677902,337.9588657,0.2122,1,
136,Lomerio,R,60,RL 4,Iryanthera juruensis Warb.,4418.5454,9.102196394,475.0139659,0.2774,1,
137,Lomerio,R,60,RL 4,Iryanthera laevis Markgr.,5826.663,13.00977293,428.4930917,0.2202,1,
138,Lomerio,R,60,RL 4,Leonia glycycarpa Ruiz & Pav.,9555.486,14.59405639,358.7734554,0.2222,2,
139,Lomerio,R,60,RL 4,Licania heteromorpha Benth.,7683.881,11.88387222,404.4273289,0.2376,1,
140,Lomerio,R,60,RL 4,Licania micrantha Miq.,16882.6504,9.025256353,433.7316033,0.3754,1,
141,Lomerio,R,60,RL 4,Miconia trinervia (Sw.) D. Don ex Loudon,19508.6806,16.22397497,253.5252453,0.2412,1,
142,Lomerio,R,60,RL 4,Ocotea javitensis (Kunth) Pittier,13621.2114,11.98863417,434.8555117,0.2352,2,
143,Lomerio,R,60,RL 4,Ocotea longifolia Kunth,7107.222,8.989024156,435.3474004,0.294,3,
